,speech_id_long,speech_content,polarizing
1437,19_124_11004767_10_p,"Die Autoren des Entwurfs meinen es tatsächlich ernst, sie müssen extra klarstellen, dass ihr Vorschlag keineswegs nur Show ist. Doch genau das ist er - reiner Theaterdonner! Anstatt vergeblich an der Verfassung herumzudoktern, nur um ein wenig oberflächlichen Beifall zu ernten, könnten die beteiligten Fraktionen sich viel wichtigeren Themen widmen.",1
1438,18_143_11004342_5_p,"Die Situation in Afghanistan stellt eine Herausforderung für die Sicherheit dar. Die Bundeswehr informiert den Innenausschuss regelmäßig darüber. Der jüngste Bericht hebt hervor, dass die Risiken je nach Region stark variieren. Auf der derzeit laufenden Innenministerkonferenz besteht, laut vorläufigen Medienberichten, Konsens darüber, dass Rückführungen in als sicher geltende Gebiete Afghanistans grundsätzlich realisierbar sind.",0
1439,19_177_11004393_1,"nämlich zu Bezahlbarkeit, Versorgungssicherheit und Umweltschutz – so steht es in ihrem Antrag –, und sich dazu bekennt, dann kann etwas grundsätzlich nicht stimmen. Das ist bestenfalls der Versuch einer List, einer List, die aber an Schlichtheit eigentlich nicht zu überbieten ist.",1
1440,18_71_11003584_12_p,"Am Anfang meiner Rede habe ich mich bei den aufrichtigen Steuerzahlern bedankt. Nun, in meiner Funktion als Vorsitzende des Haushaltsausschusses, möchte ich insbesondere den Mitarbeitenden des Ausschusssekretariats, die hier anwesend sind, meinen herzlichen Dank aussprechen.",0
1441,17_31_11003133_2_p,"Ich möchte gerne noch ein paar Worte zur Diskussion über das Ampelsystem verlieren. Herr Kelber, soweit ich weiß, stammen Sie aus Bonn. Vielleicht stehen Sie mit Haribo auf etwas distanziertem Fuß, da Sie das Unternehmen möglicherweise als Vertreter der Lebensmittelkonzernlobby betrachten. Das ist sicherlich eine Sichtweise, die man haben kann, aber es ist allgemein bekannt, dass die Lebensmittelindustrie traditionell stark vom Mittelstand geprägt ist.",0
1442,20_51_11004892_9,"Die Bürger verstehen auch nicht, warum hier im Parlament nahezu 80 Prozent der Abgeordneten aller Fraktionen ohne Maske herumsitzen und sie im Zug plötzlich wieder eine FFP2-Maske tragen müssen. Es ist für die Menschen unverständlich, dass sie im Zug eine Maske tragen müssen, wenn hier 700 Abgeordnete ohne Maske sitzen können.",1
1443,19_52_11004905_3_p,Lasst mich unmissverständlich betonen: Der öffentliche Angriff auf unsere jüdischen Mitglieder durch die Massenmedien und die etablierten politischen Parteien ist eine absolute Schande.,1
1444,19_125_11002140_4,stellte eine Selbstanzeige wegen unerlaubter Einreise und beantragte Asyl. Nach eigenen Angaben reiste er mithilfe von Schleppern aus der Türkei auf dem Landweg nach Deutschland ein. Zusammenfassend zu diesem Sachverhalt der Person Miri sage ich Ihnen:,0
1445,19_74_11004781_6_p,"Die Briten haben lange genug zugesehen und schließlich entschieden: Es reicht! Sie möchten ihr Schicksal nicht länger in die Hände dieser Brüsseler Bürokraten legen. Der Wille, sich von den Fesseln der EU zu befreien, ist nachvollziehbar.",1
1446,17_182_11002808_0_p,"Es war nicht vertretbar, die Frankfurter Innenstadt für vier Tage komplett zu blockieren. Dies hätte sich als rechtswidrig erwiesen. Die Entscheidung basierte auf Sicherheitsbedenken und der Wahrung der Grundrechte der Anwohner und Berufstätigen in diesem Gebiet. Wäre all das genehmigt worden, was beantragt wurde, wären Feuerwehr und Rettungsdienste nicht mehr durchgekommen.",0
1447,19_89_11004682_8_p,"Interessanterweise berichtet die Presse derzeit, dass Billy Six' Anwalt eine vollkommen gegenteilige Sichtweise vertritt. Was Sie also in aller Deutlichkeit sagen, ist, dass dieser Anwalt die Unwahrheit verbreitet. Meine verehrten AfD-Mitglieder, nutzen Sie doch Ihre angeblich engen Beziehungen zu Außenminister Lawrow für einen wirklichen Zweck: Engagieren Sie sich für die gefangenen Journalisten in Russland und sorgen Sie dafür, dass Lawrow jeden Fall sorgfältig durchleuchtet.",1
1448,17_253_11002625_5_p,"Sobald alle Details geklärt sind, laden wir Sie ein, sich unseren Fragen und Argumenten hier und heute zu stellen. Wir möchten mit Ihnen im Bundestag die Frage erörtern, wie wir den Whistleblower Edward Snowden behandeln sollten. Snowden hat einen bedeutenden Beitrag zu den politischen Interessen unseres Landes geleistet.",0
1449,19_77_11003034_12_p,"Globale Herausforderungen können nur in Zusammenarbeit mit Russland bewältigt werden. Sehr geehrter Rolf Mützenich, ich teile Ihre Ansicht, dass die SPD auf eine bedeutende Geschichte der Entspannungspolitik zurückblicken kann. Willy Brandt führte Gespräche mit Leonid Breschnew, der auch nicht unbedingt ein tadelloser Demokrat war, um es milde auszudrücken.",0
1450,18_221_11002746_23_p,"Hiermit lade ich Sie ein, gemeinsam mit uns eine Veranstaltung zu organisieren, die den Werten unserer Demokratie Ausdruck verleiht. Lassen Sie uns Seite an Seite mit der Türkischen Gemeinde, der Alevitischen Gemeinde und zahlreichen anderen demokratischen türkischen und kurdischen Gruppen ein Zeichen setzen. Dies wäre ein starkes Signal an Ankara und könnte die Opposition dort unterstützen.",0
1451,20_87_11004761_3_p,"Die Nation hat ein Recht darauf, von diesem Skandal zu erfahren, insbesondere wenn es um astronomische Beträge an Schenkungsteuer geht und um den schockierenden Vorfall der Aktenvernichtung. In welchem Zustand befindet sich unser Land denn? Solche Zustände erinnern an eine Bananenrepublik. Das dürfen wir auf keinen Fall zulassen!",1
1452,19_46_11004178_3_p,"Seien wir doch mal ganz offen: Nach dem endlosen Hin und Her der Regierungsbildung bleibt Ihnen kaum Zeit, etwas zu bewegen, besonders nach dem Durcheinander der Union, wo unklar ist, wie lange diese Koalition überhaupt Bestand hat. Für die Menschen in den Regionen, die dringend Unterstützung brauchen, ist das eine denkbar schlechte Aussicht. Sie hängen in der Luft, und das ist wahrlich kein erfreulicher Zustand, geschätzte Damen und Herren.",1
1453,19_63_11004761_11_p,"Wie beim Euro-Desaster und der chaotischen Grenzpolitik verlieren sie auch bei der Dieselfrage die Zügel. Anstatt mutig an die Ursache des Problems zu gehen, nämlich den lächerlichen NO x -Grenzwert, betreiben sie kleingeistige Flickschusterei. (Einwand von Abg. Matthias Gastel [BÜNDNIS 90/DIE GRÜNEN] Dieser Grenzwert gehört abgeschafft, und das sollte auch geschehen.",1
1454,17_20_11004055_4,"Zwar ist die Gesundheitsprämie zunächst tatsächlich für alle Versicherten gleich hoch, schließlich kostet die Kasse das Herausnehmen eines Direktoren-Blinddarms ja nicht mehr als die gleiche Operation bei der Putzfrau. Aber: Im Gegensatz zu ihrem Chef muss die Reinigungskraft die Prämie nicht alleine zahlen, sondern erhält einen Teil aus Steuermitteln erstattet.",0
1455,19_205_11004669_1,"Stattdessen wollen Sie jetzt Baustoffe aus Hanf und Pilzen verwenden. So soll also aus Sicht der Grünen Deutschlands technologischer Fortschritt 2021 aussehen. Sie von den Grünen sollten wirklich aufhören, dieses Zeug zu rauchen, dann würden Sie vielleicht auch sinnvolle Anträge stellen.",1
1456,18_76_11004001_15,"Dann wurde Ende 2001 zur Unterstützung von Kabul die internationale Mission zum Aufbau beschlossen. Aber einen internationalen Beschluss zum Kriegführen gegen die Afghaninnen und Afghanen hat es nie gegeben. Da haben Sie sich mitschuldig gemacht, auch Sie, Herr Otte.",1
1457,18_38_11002818_6_p,"Es wird nicht behauptet, dass die rechte Bewegung verschwunden ist; sie sollte nach wie vor mit demokratischen Mitteln bekämpft werden. Zugleich darf man nicht ausblenden, dass das Abkommen vom 21. Februar eine Regierung der Einbeziehung vorsah, die die damals vorhandenen Kräfte berücksichtigen sollte.",0
1458,20_167_11005055_8,"Selbstverständlich steht Lisa Paus’ Ministerium bereits im engen Austausch mit den Trägern und zuständigen Akteuren, und die Evaluierung eines Gesetzes ist gängige Praxis. Das ist nichts als Augenwischerei. Der Antrag ist abzulehnen.",0
1459,19_4_11004267_8_p,"Der Kollege Fechner hat in diesem Punkt bereits Arbeit geleistet, doch es scheint wenig Beachtung zu finden. Von Beginn an, also ab dem 1. Januar 2018, werden wir die Auswirkungen des NetzDG kritisch beobachten. Gleichzeitig werden wir zusammen mit Ihnen den Evaluationsprozess begleiten und diskutieren, welche Schritte danach folgen sollten. Ich danke Ihnen für Ihre Aufmerksamkeit.",0
1460,20_125_11004424_0_p,"Meine Damen und Herren, vor allem Herr Präsident, Herr Simon, ich spreche direkt zu Ihnen: Wenn Sie wirklich kein Interesse daran haben, die Umwelt zu schützen, dann stehen Sie bitte dazu. Statt eine vernünftige, faktenbasierte Verordnung, die effektiv zur Reduzierung von Plastikmüll beiträgt, abzulehnen und zunichte zu machen, sollten Sie öffentlich Ihre wahren Beweggründe offenlegen.",1
1461,19_161_11004892_9_p,"Wie sehr kann man in einer eigenen Welt leben – was Ihre ständigen Zwischenrufe überdeutlich zeigen –, um Gebote zu erlassen, die für Millionen gelten sollen, während man selbst ungestraft darüber hinweggeht?",1
1462,18_202_11004167_7,"Sie ist - lassen Sie mich das noch sagen - aber nicht deshalb ein Kern unserer außenpolitischen Arbeit, weil ich allein das für wichtig halte, sondern deshalb, weil wir da etwas tun können . Wir können das dank der Unterstützung des Deutschen Bundestages tun, auch durch die Verbesserung der entsprechenden Möglichkeiten in den beiden letzten Haushalten . Ganz herzlichen Dank dafür!",0
1463,20_131_11003206_1_p,"Fakt ist: Seit dem 7. Oktober hat sich die globale Lage grundlegend verändert. Gestern führten wir in der Bundesrepublik eine ehrliche und ausführliche Diskussion über die innenpolitischen Konsequenzen und Dynamiken nach den Pogromen in Israel. Dabei verurteilten wir mit Recht kriminelle Akte, Attacken und Vorfälle. Und ich bleibe fest der Meinung: Antisemitismus lässt sich nicht einfach verbannen oder deportieren.",1
1464,20_3_11004110_2_p,"Wenn Diktatoren die Oberhand gewinnen, bestimmen sie bald, wer zu welchem Zeitpunkt und in welcher Anzahl in die EU gelangen darf. Unsere Souveränität darf nicht den Anweisungen solcher Despoten unterliegen. Lukaschenko als Vorreiter eines neuen Trends? Absolut unvorstellbar und inakzeptabel.",1
1465,20_151_11003142_19_p,Ich sage Ihnen ganz unmissverständlich: Ihre abscheulichen Vorstellungen von Vertreibung und Ihre Pläne zur Zerschlagung der Europäischen Union werden niemals Realität werden.,1
1466,20_133_11004941_1,"Und stimmen Sie mit mir überein, dass es ja jetzt schon viele Möglichkeiten auch aus Länderperspektive gibt, langfristig für eine Fachkräftegewinnung zu sorgen – bei der praxisintegrierten Ausbildung, bei der Abschaffung des Schulgeldes –, und dass diese Zeichen alle bei den Ländern liegen? Vielleicht könnten Sie den Kolleginnen aus der CDU/CSU-Fraktion da noch mal auf die Sprünge helfen. Meinen Sie nicht, dass das eine gute Idee wäre?",0
1467,20_50_11004930_11_p,"Es ist geradezu amüsant, dass die CDU langsam endlich erkennt, was längst offensichtlich ist. Herr Merz, Ihre Partei hat 16 lange Jahre damit verbracht, sich vom grün-roten Programm lenken zu lassen, was uns überhaupt erst in diese missliche Lage gebracht hat.",1
1468,19_141_11004824_0,"Sehr geehrter Herr Präsident! Meine sehr geehrten Damen und Herren! Herr Komning, Sie haben gleich am Anfang Ihres Redebeitrags zum Besten gegeben, worum es Ihnen eigentlich geht: Es geht Ihnen um Angst, es geht Ihnen um Skandalisierung,",1
1469,18_151_11003888_1,"Wir haben eine Situation, in der der soziale Zusammenhalt in Deutschland tatsächlich bedroht ist . Gerade heute gab es in der FAZ eine Umfrage von Allensbach zu lesen, nach der die Menschen Existenzängste haben, und diese Existenzängste drücken sich in fehlender Wahlbeteiligung aus, drücken sich auch aus in 13 Prozent für die AfD; so gestern in der Umfrage von INSA nachzulesen . Die Menschen haben Angst, und der soziale Zusammenhalt ist bedroht . Dagegen müssen wir gemeinsam etwas tun .",0
1470,20_34_11004719_0,"Herr Präsident! Werte Kolleginnen und Kollegen! Es geht um Ernährungssicherheit und die Bekämpfung des Hungers auf der Welt mit der damit verbundenen Erhaltung der dringend benötigten Saatgutvielfalt. Damit die Saat meiner Rede auf fruchtbaren Boden fällt und wir erkennen, dass das Thema wesentlich komplexer ist, fangen wir einmal von vorne an.",0
1471,19_221_11003782_2,"Daraus werden wir konkrete Schritte für die nächsten vier Jahre ableiten. Der vorliegende Antrag stellt dazu sicherlich einen konstruktiven Beitrag dar, in dem auch viel Richtiges steckt. Ich halte es aber für wenig weise, diesem umfassenden Dialog- und Debattenprozess zum jetzigen Zeitpunkt vorzugreifen. Vielen Dank für Ihre Aufmerksamkeit.",0
1472,19_205_11004669_1_p,"Nun plant man, Baustoffe aus Hanf und Pilzen zu verwenden. Das ist offenbar die grüne Vorstellung von deutscher Innovation im Jahr 2021. Vielleicht würde es helfen, wenn die Grünen aufhören würden, in ihren ökologischen Träumen zu schwelgen, damit sie endlich brauchbare Vorschläge machen.",1
1473,20_134_11004264_2_p,"Ein weiteres Beispiel dafür, wie Sie der Demokratie einen Bärendienst erweisen. Der geplante Wahlkreis in Bayerisch-Schwaben wirkt schon bei seiner Einführung wie ein kurzer politischer Strohfeuer, das gerade einmal eine Bundestagswahl überdauern wird. Schon jetzt ist klar, dass er nach Ihren Regeln schnell wieder ausrangiert werden wird. Solch ein Hin und Her vergrößert nur die Frustration der Bürger vor Ort, eine Entwicklung, die wirklich niemand fördern sollte.",1
1474,19_7_11004932_6,"Weniger Mitglieder darf doch nicht „mehr Geld für die Restlichen“ heißen. Es ist in Polit-Europa so wie in der Entwicklungshilfe: Je mehr Geld ohne nennenswerte Gegenleistung zur Verfügung steht, umso mehr geht es bergab mit Demokratie und Marktwirtschaft.",1
1475,18_79_11001478_5_p,"Es ist erforderlich, dass sie ihre Aufgaben auch unter neuen situativen Anforderungen und angepassten technologischen Rahmenbedingungen erfüllen können. Hierbei spielt die Überarbeitung des Bundesverfassungsschutzgesetzes eine unterstützende Rolle. An dieser Stelle möchte ich die Gelegenheit nutzen, um all jenen meinen Dank auszudrücken, die einen wertvollen Beitrag zur Sicherung unseres Landes leisten.",0
1476,19_98_11003796_9,"die mit ihrer Politik sozusagen stückweise die Industrie in Deutschland, vor allen Dingen auch die energieintensive Industrie, aus dem Lande treiben. Zum Glück sind wir noch da. Deshalb können Sie nirgendwo allein regieren; das ist auch gut so.",1
1477,17_33_11002800_1_p,"Es ist bemerkenswert, dass Markus Söder im Zentrum einer aktuellen Debatte steht. Diese Erfahrung ist etwas, das ich nicht erwartet hatte. Es scheint eine neuartige Methode zu sein, seine Präsenz als Mittel zur Behebung der medialen Unsichtbarkeit der SPD zu nutzen.",0
1478,18_146_11004268_5,"Man könnte Ihnen schon fast egoistische Interessen zulasten dieser Regionen unterstellen . Geradezu dramatisch ist es, dass der Exodus ganzer Generationen eine künftige Entwicklung in den Herkunftsregionen unmöglich macht . Diese und im Übrigen auch die Heimatverbliebenen verlieren am Ende noch die letzte Perspektive, wenn dort gerade junge und leistungsfähige Menschen fehlen, weil Sie diese partout auf Dauer in Deutschland haben wollen .",1
1479,20_180_11002754_3_p,"Wie stehen Sie zur AfD? Schon lange bevor die Debatte an Fahrt aufnahm, haben Sie Entwicklungsprojekte als bloße Feigenblätter denunziert. Ihre Anträge schlagen drastische Kürzungen der Förderung um 50 bis 70 Prozent vor. Das ist nichts anderes als der Versuch, Entwicklungspolitik mit einem Bulldozer zu demontieren.",1
1480,20_173_11004906_2_p,"Die Spitzenleute der Gegenseite bleiben im Dunkeln. Das liegt daran, dass sie die Fädenzieher aus China und Russland hinter sich haben und dafür kräftig abgesahnt haben. Diese politische Gruppierung bietet keinerlei echte Lösungen. Sie zeigt keinerlei Loyalität zum Heimatland, sondern verkauft es an fremde Mächte.",1
1481,20_51_11005074_6_p,"Wie möchten Sie den Firmen verständlich machen, dass sie inmitten eines Nachfrageschocks keine staatliche Hilfe mehr erhalten werden? Ihre Denkweise ist weiterhin tief im vergänglichen Zeitalter der fossilen Energien verankert.",1
1482,20_54_11005083_9_p,"Was Sie uns hier als Lösung verkaufen wollen, bedeutet in Wahrheit eine Belastungswelle für die Familien. Während die Konzerne in Geld schwimmen, müssen die Bürger das ausbaden. Der Abschnitt des Gesetzes, den Sie hastig verstecken möchten, offenbart Ihre echten Absichten.",1
1483,19_48_11004724_17,"Sogar der Verfassungsschutzpräsident wird angegriffen, weil er erklärt hat, es lägen keine belastbaren Informationen darüber vor, dass es in Chemnitz Hetzjagden gegeben habe. Was seither über Herrn Maaßen ausgekübelt wird, lässt sich nur so interpretieren: Die oberste Aufgabe des Verfassungsschutzes ist die Teilnahme am Kampf gegen rechts. – Das hätten Sie gerne.",1
1484,17_166_11004023_2,"Sehr geehrter Herr Kollege Oppermann, die Frage, wen wir ins Kabinett schicken und wie sich Kabinette zusammensetzen, hat mit der Frage, wie sich Leitungsorgane der Privatwirtschaft zusammensetzen, schlichtweg nichts zu tun. Herzlichen Dank.",0
1485,19_48_11003784_0,"Herr Präsident! Meine sehr geehrten Damen und Herren Kollegen! Meine sehr geehrten Damen und Herren! Ich schließe die Debatte heute damit, dass ich sage: Wir haben in den letzten eineinhalb Stunden etliche gute Reden von der Opposition gehört – und etliche sehr gute von der Koalition,",0
1486,19_71_11004727_3_p,"Jetzt sehen wir einen Vorstoß der Linken, der zwar nicht in seiner Größe, aber eindeutig in seiner Machart und dem gewählten Zeitpunkt als volkstümlich-provozierend einzustufen ist. Seit Monaten beobachten wir, dass die Linkspopulisten routinemäßig solche Vorschläge einbringen. Diese Vorgehensweise entspricht ihrer typisch linksgerichteten Agenda – es liegt einfach in der DNA der linken Politik.",1
1487,17_204_11003065_3_p,"Die Linke hat den Vorschlag unterbreitet, dass die Bundesregierung in Etappen komplett nach Berlin umziehen sollte. Gleichzeitig möchten sie sicherstellen, dass Bundesämter und -behörden weiterhin über das gesamte Land verteilt sind. Ihr zentrales Argument lautet, dass eine geteilte Regierungsarbeit zu schlechterer Leistung führt, was sie, ihrer Meinung nach, an der aktuellen Regierung beobachten können.",0
1488,17_234_11004123_9_p,"Die Absicht des E-Government-Gesetzes wird allgemein unterstützt, auch wenn die Eröffnung Ihrer Rede, Herr Binninger, ein wenig unverhältnismäßig enthusiastisch wirkte. Die Idee selbst findet jedoch breite Anerkennung und wird als positiv bewertet.",0
1489,19_55_11004757_4_p,"Zusammenstehen und handeln ist unser Gebot der Stunde, andernfalls könnte man Cole, einem Autor mit Wurzeln in Nigeria und den USA, durchaus zustimmen. Wie oft müssen wir noch sehen, dass ein vermeintlicher Retter am Morgen grausame Politik unterstützt, um sich nachmittags als Wohltäter zu inszenieren und abends dafür geehrt zu werden? Schluss mit dieser Farce! Herr Maas, öffnen Sie endlich die Augen!",1
1490,17_207_11001074_2_p,"Es gibt jedoch eine Konsequenz, die sich über die Jahre erstreckt. Obwohl wir einen Großteil der steigenden Arbeitslosigkeit und Neuverschuldung durch eine geschickte Politik innerhalb der Großen Koalition reduzieren konnten, verbleibt ein erheblicher Makel. Herr Steinbrück und Herr Trittin, es war Ihre damalige Regierungskoalition, die den größten Schaden in Europa verursachte, weil sie die Stabilitätskriterien missachtete und damit ein fortwährendes Chaos schuf.",1
1491,17_160_11000756_8,"Fragen Sie einmal den Eigentümer eines Grundstücks, ob er eine solche Chance hat. Die Einzigen, die überhaupt kein Risiko eingehen, sind die Banken; denn sie bekommen immer die Gewinne und die Profite, haften aber niemals für die Schulden, weil das immer die Steuerzahlerinnen und Steuerzahler übernehmen. Das verletzt das Eigentumsrecht schwerwiegend.",1
1492,20_2_11004159_5,"Insofern darf ich Ihnen von meiner Seite aus sagen: Wir drei Parteien, SPD, Grüne und FDP, ziehen am gleichen Strang in die richtige Richtung. Wir werden gucken, dass es mit dem Klimaschutz, mit den sozialen Standards und mit der Wirtschaft hier in Deutschland vorangeht, und das aufholen, was Sie versäumt haben. Vielen Dank.",0
1493,18_168_11004089_4_p,"Auf der Website des Berliner Senats wird zum Thema Verkehr darauf hingewiesen, dass der Autoverkehr seit rund dem Jahr 2000 ständig zurückgeht, obwohl die Einwohnerzahl Berlins in den letzten fünf Jahren gestiegen ist.",0
1494,20_132_11005031_5,"Wohlwissend, dass es europarechtlich zulässig wäre, den CO2-Preis viel niedriger anzusetzen, befürworten Sie im Grunde genommen die Mautverdoppelung, nur soll sie – O-Ton Ihres Entschließungsantrags – „schrittweise“ erfolgen. Die CDU bedient sich des Frosch-im-Kochtopf-Prinzips. Der Mittelstand soll nicht merken, wie er langsam ruiniert, im Grunde genommen gargekocht wird.",1
1495,18_88_11004190_17,"Oder fahren Sie alle mittlerweile kleine Lkws, werte Kollegen? Sie von der Koalition verzichten aber lieber auf bis zu 2,3 Milliarden Euro an zusätzlichen Nutzereinnahmen bei Ausweitung der Maut auf alle Bundesstraßen und schieben alle wichtigen Vorhaben zur Rettung unserer Infrastruktur auf den Sankt-Nimmerleins-Tag. Das ganze Ministerium beschäftigt sich ein Jahr lang nur mit",1
1496,19_127_11004680_4_p,"Die Grünen prangern die grausame Praxis der Genitalverstümmelung bei Mädchen zurecht als Verbrechen an. Dennoch trivialisieren sie diese Gräueltaten, indem sie sie in einem Satz mit der Thematik der Homosexualität vermischen.",1
1497,20_112_11005115_1,"Ich möchte keinesfalls den Islamismus und auch keine andere Form von Extremismus und Terrorismus verharmlosen; das habe ich gerade auch einleitend gesagt. Was Sie hier in Ihrem Antrag aber versuchen, ist, den Islam für Ihre parteipolitischen Interessen zu instrumentalisieren, die Vorurteile gegenüber unseren muslimischen Mitbürgerinnen und Mitbürgern dahin gehend zu verstärken.",1
1498,19_127_11004680_4,"Die Grünen erwähnen zu Recht die Genitalverstümmelung als ein schreckliches Verbrechen an Mädchen. Gleichzeitig verharmlosen Sie diese Verbrechen, wenn Sie sie nur in einem Atemzug mit Homosexualität benennen.",1
1499,18_101_11004123_8,Die Alternative zu Ihrem ideenlosen und grundrechtsfeindlichen Weiter-so ist unser Entschließungsantrag. Als Konsequenz aus dem unsäglichen NSU-Skandal fordern wir eine Zäsur beim Bundesamt für Verfassungsschutz. Das Amt muss aufgelöst und vollkommen neu durchsortiert werden.,1
1500,17_170_11001278_10_p,"- Das bedeutet nicht, dass sie selbst verantwortlich sind. Vielmehr sollten wir alle sie dabei unterstützen, Vertrauen in sich selbst aufzubauen. Eine aktuelle Umfrage unter Studierenden hat gezeigt, dass herausragende Studentinnen im Vergleich zu durchschnittlichen männlichen Kommilitonen über alle Fachrichtungen hinweg niedrigere Erwartungen bezüglich ihres Einstiegsgehalts haben.",0
1501,20_175_11005191_9_p,"Zum Schluss möchte ich meinen Kolleginnen und Kollegen für den Bericht sehr danken. Die Zusammenarbeit mit Ihnen, Frau Detzer und Herr Houben, ist stets erfreulich. Gelegentlich stößt man jedoch inhaltlich an seine Grenzen.",0
1502,19_50_11004813_4_p,"Was für ein Paradebeispiel von Überheblichkeit und fehlender Verantwortung! Ein gesetzlich Versicherter steht kurz davor, völlig ohne Sicht zu sein, bevor ihm ein minimaler Betrag für eine Brille zurückerstattet wird.",1
1503,20_160_11004905_2_p,"Ein Bußgeld, das sich auf satte 6 Prozent des täglichen Umsatzes weltweit beläuft, Millionen von Dollar – ganz ohne gerichtliches Verfahren verhängt. Die Konsequenz? Die Plattformen werden gnadenlos den Rotstift ansetzen, während die ökologische Kontrollinstanz unmissverständlich diktiert, welche Inhalte der Zensur zum Opfer fallen.",1
1504,19_71_11004793_5,"Meine sehr geehrten Damen und Herren, wir haben heute über unsere Vorschläge gesprochen, wie wir die medizinische Versorgung verbessern können. Sie haben darüber gesprochen, wie Sie unser Gesundheitswesen gegen die Wand fahren würden. Ich finde, auf diese Vorschläge sollten wir uns nicht einlassen. Vielen Dank für Ihre Aufmerksamkeit.",1
1505,20_84_11005052_1_p,"Die Grundlagen wurden bereits erarbeitet. Der Nationale Radverkehrsplan wurde von der vorherigen Regierung in Zusammenarbeit mit den Bundesländern, den Städten und Gemeinden, den Interessengruppen sowie der Bevölkerung erstellt. Alle Pläne sind vorhanden. Jetzt muss nur noch die Umsetzung erfolgen, um das Fahrrad als Teil des Verkehrssystems weiter zu fördern.",0
1506,20_28_11005136_4,"Werte Kolleginnen und Kollegen, Pflege ist eine hochkomplexe Profession, die so viel mehr verdient hat als nur Applaus. Dafür setzen wir uns als Koalition ein. Mit dem Pflegebonus machen wir einen ersten Schritt in diese Richtung.",0
1507,19_95_11004004_1_p,"Es steht nicht zur Debatte, deutsche Souveränitätsrechte abzutreten oder finanzielle Mittel blind an Europa zu senden. Vielmehr liegt der Fokus darauf, Europa zu stärken, da es in den vergangenen Jahrzehnten für Frieden, Freiheit und Sicherheit gesorgt hat. Ziel ist es, eine solide soziale Grundlage zu schaffen, um diese Errungenschaften weiterhin zu unterstützen.",0
1508,20_151_11003142_19,"Deshalb sage ich Ihnen an dieser Stelle ganz deutlich: Das, was Sie an widerlichen Vertreibungsfantasien haben, diese Ideen, die Sie zur Zerstörung der Europäischen Union haben, wird es nicht geben.",1
1509,20_73_11005123_1_p,"Um einen tatsächlichen Fortschritt in der Tiergesundheit zu erzielen, ist es erforderlich, die integrierte tierärztliche Betreuung von Beständen zu stärken und eine schon lang geforderte Tiergesundheitsdatenbank einzuführen.",0
1510,19_129_11003780_7,"Ja, es ist ein Haushalt, über dem die schwarze Null steht. Herr Fricke, dieser Haushalt ist ausgeglichen. Ich habe bei Ihrer emotionalen Rede den Eindruck gewonnen, dass er sogar sehr viel ausgeglichener ist als Sie.",0
1511,19_197_11003210_7,"und Sie sagen: Das muss sofort verboten werden. – Das ist alles andere als Forschungsfreiheit. Sie sind es, die genau diese Themen immer wieder behandeln unter dem Stichwort „Das wollen wir nicht“, „Das darf nicht sein“ und „Das ist ideologisch“. Das ist tatsächlich ein Angriff auf die Forschungsfreiheit.",1
1512,17_171_11004213_4,"Die Konkurrenz um gute Köpfe wird entscheidend dazu beitragen, ob deutsche Unternehmen in Zukunft noch konkurrenzfähig sind. Wer das nicht verstanden hat und nicht dafür sorgt, der hat seinen Job nicht richtig verstanden und wird am Ende zum Schaden der deutschen Wirtschaft handeln.",0
1513,17_134_11002648_2_p,"Was tut diese Bundesregierung eigentlich? Sie versagt völlig darin, ihrer Pflicht nachzukommen. Ich verstehe ja: Die Verbindung zwischen Kommunal- und Bundespolitik ist keineswegs einfach. Doch das darf auf keinen Fall als Vorwand dienen. Sobald die Regierung und die Koalition nicht damit beschäftigt sind, intern zu streiten oder nur ihre eigenen Interessen zu bedienen,",1
1514,19_144_11004791_10,"Deutschland macht sich lächerlich, wenn es sich dadurch ein gutes Gewissen machen möchte, dass Atom- und Kohlekraftwerke stillgelegt werden und gleichzeitig Strom, der aus denselben Energieträgern erzeugt worden ist, aus den Nachbarländern importiert wird. Seit 2008 haben sich eigentlich keine neuen Fakten ergeben.",1
1515,19_134_11004909_7_p,Der Deutsche Bundestag ist nicht Ihre Bühne für fremdgesteuerte Propaganda wie bei Breitbart oder Russia Today. Ihre Schwarzmalerei und Verschwörungsfantasien prallen hier ab. Die einzig passende Antwort darauf kann nur entschiedener Gegenwind sein.,1
1516,19_150_11004678_5_p,"Die FDP hat sich in Thüringen als willfähriger Erfüllungsgehilfe erwiesen, indem sie ihren Ministerpräsidenten zurückzog. Hätten sie nur etwas Durchhaltevermögen und Mut gezeigt, dann wäre der mediale Gegenwind schon nach zwei oder drei Tagen abgeflaut. Eine stabile, bürgerliche Mehrheit hätte in Thüringen ein halbes Jahrzehnt für klare und pragmatische Politik sorgen können. Stattdessen haben sie diese Gelegenheit kläglich verspielt.",1
1517,18_171_11004279_0,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich muss zugeben, ich habe schon lange nicht mehr so viele ideologisch verblendete Redebeiträge von den Kollegen der Opposition, aber auch leider vom Koalitionspartner gehört .",1
